titulo,autores,generos,serie,sinopsis,url_libro,categoria_origen,fecha_extraccion,imagen_portada
El desierto y otros cuentos,Horacio Quiroga,"Clásico, Cuentos, Drama, Fantástico, Romántico",N/D,"En 1924 Horacio Quiroga publica ‘El desierto’, colección con tres partes claramente diferenciadas. En la primera se recogen dos relatos de Misiones, a orillas del Paraná, un escenario tan querido por el autor. En la segunda, cuatro cuentos urbano-románticos, aunque dos de ellos con giros fantásticos que los diferencian de lo convencional. La última parte reúne cinco apólogos o fábulas, que exaltan el poder transformador de los sentimientos, sintetizando así el tema principal de la obra quiroguiana: el amor humaniza y el odio embrutece.",https://ww3.lectulandia.co/book/el-desierto-y-otros-cuentos/,Clásico,2026-09-06 12:59:42,https://assets.lectulandia.co/b/Horacio%20Quiroga/El%20desierto%20y%20otros%20cuentos%20(4500)/big.jpg
La cartuja de Parma,Stendhal,"Clásico, Relato",N/D,"La cartuja de Parma narra la historia del joven patricio italiano Fabrizio del Dongo y sus aventuras durante los últimos años del dominio napoleónico en Europa. Los hechos transcurren principalmente en la ciudad de Parma y en el castillo familiar del lago de Como. La tía de Fabrizio, la fascinante Gina, duquesa de Sanseverino, y su amante, el primer ministro del ducado, Conde Mosca, urden un plan para promocionar la carrera del adorado sobrino en la corte de Parma. Gina es objeto de las proposiciones del detestable príncipe Ranuccio-Ernesto IV, al que se ha jurado rechazar con todas sus fuerzas. Fabrizio es arrestado por homicidio y encerrado en la torre Farnese de la que logra fugarse con una soga y la ayuda de Clelia, la hija de su carcelero, de la que se enamorará irremediablemente durante su estancia en la torre.",https://ww3.lectulandia.co/book/la-cartuja-de-parma/,Clásico,2026-09-06 12:59:45,https://assets.lectulandia.co/b/Stendhal/La%20cartuja%20de%20Parma%20(4479)/big.jpg
Macbeth. Una tragedia en 5 actos,William Shakespeare,"Clásico, Teatro",N/D,"Una de las tragedias más conocidas de William Shakespeare. Macbeth es una obra tenebrosa e inquietante a la vez que vigorosa y fascinante, debido a su tratamiento dramático del mal, del mal que nace del ansia de poder. Macbeth cuenta la historia de un crimen y castigo, entreverada de brujería y elementos sobrenaturales, cuya acción vertiginosa mantiene el interés hasta el final. Pero una obra tan activa, es también profundamente introspectiva. En ella van paralelas la acción física con el torbellino de conciencias en las que se apoya. De esta forma la obra indaga en lo prohibido, explora la trasgresión mediante un lenguaje metafórico y sensorial único, el más denso lenguaje figurado de Shakespeare, con imágenes asociadas a las tinieblas, la muerte, la naturaleza quebrantada, la crueldad, la esterilidad (el alma llena de escorpiones, el recién nacido cabalgando a lomos de un caballo en la noche, la criatura sonriente arrancada del pecho de su madre). Un torbellino de imágenes que van impresionándose en la pupila del espectador, operando a través de símbolos que van conformando una lectura coherente. La altura poética e intelectual de Macbeth no oculta ni suaviza el mundo político concreto de sangre y violencia, ambición y deslealtad en que la acción se desenvuelve.",https://ww3.lectulandia.co/book/macbeth-una-tragedia-en-5-actos/,Clásico,2026-09-06 12:59:48,https://assets.lectulandia.co/b/William%20Shakespeare/Macbeth.%20Una%20tragedia%20en%205%20actos%20(4489)/big.jpg
Las mil y una noches (trad. de Juan Vernet),Anónimo,"Clásico, Fantástico, Poesía",N/D,"Las mil y una noches es una de las obras más importantes e influyentes de la literatura universal. Se trata de una recopilación de cuentos y leyendas de origen hindú, árabe y persa, de los cuales no existe un texto definitivo, sino múltiples versiones. El rey Schahriar, tras sufrir las infidelidades de su esposa, decide casarse cada día con una joven virgen que es ejecutada a la mañana siguiente para evitar así cualquier otra traición. Para impedir que todas las muchachas del reino mueran, la joven Scherezade se ofrece como voluntaria para casarse con el monarca, y utiliza su astucia para proponerle un pacto mediante el cual no podrá ser ejecutada hasta que no acabe de contarle una historia. Los cuentos que la componen se prolongarán a lo largo de mil y una noches, y acabarán por cautivar al monarca y disuadirle de su cruel empresa. Entre las ediciones españolas fundamentales están la que tradujo y editó Vicente Blasco Ibáñez, de la edición francesa de Joseph-Charles Mardrus (1889); y esta, del catedrático y arabista Juan Vernet, traducción directa del original árabe, más fiel con el original.",https://ww3.lectulandia.co/book/las-mil-y-una-noches-trad-de-juan-vernet/,Clásico,2026-09-06 12:59:52,https://assets.lectulandia.co/b/Anonimo/Las%20mil%20y%20una%20noches%20(trad.%20de%20Juan%20Vern%20(4448)/big.jpg
La peste,Albert Camus,"Clásico, Drama, Novela",N/D,"La peste narra las consecuencias del aislamiento de toda una ciudad, lo cual pone de manifiesto lo mejor y lo peor que cada uno de sus ciudadanos lleva dentro: sus miedos, traiciones, individualismo, pero también la solidaridad, la compasión, el espíritu de colaboración con el prójimo en tareas comunes... Novela apasionante, de gran densidad de pensamiento y de profunda comprensión del ser humano, se ha convertido en uno de los clásicos más indiscutibles de la literatura francesa de todos los tiempos y en uno de los más leídos.",https://ww3.lectulandia.co/book/la-peste/,Clásico,2026-09-06 12:59:54,https://assets.lectulandia.co/b/Albert%20Camus/La%20peste%20(4438)/big.jpg
Pequeño hombre ¿y ahora qué?,Hans Fallada,Clásico,N/D,"Alemania, finales de la década de 1920. A pesar de la mala situación económica por la que atraviesa el país, Johannes y Emma forman una pareja llena de ilusión que aborda la vida con entusiasmo. Por eso, cuando Emma se queda embarazada deciden casarse. Están seguros de que gracias a su amor podrán superarlo todo, pero pronto se dan cuenta de que la realidad es más dura de afrontar de lo que habían esperado. Cuando Johannes pierde su empleo, animados por la madre de este, se trasladan a Berlín, pero no encuentran en la familia la ayuda prometida y tienen que arreglárselas solos. El nacimiento de su pequeño les trae una gran alegría, aunque también añade nuevas dificultades a la vida de la joven pareja que, sin embargo, no pierde la esperanza.",https://ww3.lectulandia.co/book/pequeno-hombre-y-ahora-que/,Clásico,2026-09-06 12:59:56,https://assets.lectulandia.co/b/Hans%20Fallada/Pequeno%20hombre%20_y%20ahora%20que_%20(4444)/big.jpg
El fulgor y la sangre,Ignacio Aldecoa,"Clásico, Drama",N/D,"El fulgor y la sangre, finalista del Premio Planeta 1954, narra la tensa espera de unas mujeres, esposas de guardias civiles, que, situadas en un pueblo castellano, saben que hay entre los suyos un muerto en acto de servicio, ignorándose de momento quién pueda ser. Mediante una precisa alternancia del presente y el pasado, desfilan ante el lector las lentas horas de congoja, las pequeñas humillaciones de la vida diaria y los recuerdos de la guerra civil que persiguen a cada uno de los personajes, con sus temores e insatisfacciones. Son apenas ocho o nueve horas de un día de verano en las que el tedio de un presente sumido en la depresiva y taciturna vida cuartelera se une al moroso sondeo de la memoria. Su alternancia desvela la miseria, la sordidez y los descalabros físicos y morales de la guerra civil y la posguerra. Aldecoa consigue en El fulgor y la sangre la máxima temperatura sensorial, en una singularidad testimonial matizada por la fusión de elementos trágicos y grotescos.",https://ww3.lectulandia.co/book/el-fulgor-y-la-sangre/,Clásico,2026-09-06 12:59:59,https://assets.lectulandia.co/b/Ignacio%20Aldecoa/El%20fulgor%20y%20la%20sangre%20(4446)/big.jpg
Ana Karenina,León Tolstói,"Clásico, Drama",N/D,"Ana Karenina es la historia de una pasión. La protagonista es un personaje inquietante y fascinador por la intensidad de su vida. Tolstoi, buen psicólogo y conocedor del mundo que le rodea, abre la intimidad de Ana y traza con pulso firme la trama de esta novela, una obra imperecedera por su hondura, su fuerza y su veracidad. En la novela, Tolstoi utiliza los mismos métodos creativos realistas que en sus primeras obras, pero presenta una unidad artística mucho más sólida, y la exuberancia deja paso al pesimismo. El autor se reafirma en sus creencias y en su idea crítica respecto a la vida urbana, ahogada por la superficialidad.",https://ww3.lectulandia.co/book/ana-karenina/,Clásico,2026-09-06 13:00:03,https://assets.lectulandia.co/b/Leon%20Tolstoi/Ana%20Karenina%20(4419)/big.jpg
Anna Karénina (Ed. Alba 2010),León Tolstói,"Clásico, Drama",N/D,N/D,https://ww3.lectulandia.co/book/anna-karenina-ed-alba-2010/,Clásico,2026-09-06 13:00:05,https://assets.lectulandia.co/b/Leon%20Tolstoi/Anna%20Karenina%20(Ed.%20Alba%202010)%20(4420)/big.jpg
Guerra y paz,León Tolstói,"Clásico, Histórico, Relato",N/D,"Pocas veces tenemos la oportunidad de leer una versión distinta de un clásico indiscutible. Hasta ahora, todas las traducciones de Guerra y paz se basaban en la edición canónica de 1873. Fue en 1983 cuando la Academia Soviética de Ciencias publicó lo que ellos llamaron la «edición original», la primera versión que Tolstói escribió en 1866 y que ahora publicamos por primera vez en castellano, en la espléndida traducción de Gala Arias Rubio.",https://ww3.lectulandia.co/book/guerra-y-paz/,Clásico,2026-09-06 13:00:09,https://assets.lectulandia.co/b/Leon%20Tolstoi/Guerra%20y%20paz%20(4421)/big.jpg
Persuasión,Jane Austen,"Clásico, Romántico",N/D,"Es la historia del romance de Anne, la hija menor del fatuo Sir Walter Elliot, bonita y sociable, que encuentra a su héroe, el Capitán Wenworth, a pesar de las barreras sociales. La vanidad y los prejuicios de una aristocrática familia se interponen en el amor profundo y sincero de la joven pareja. Anne fue educada por una amiga al morir su madre. Su gratitud hacia la elegante dama la empuja a escuchar los consejos que le impedirán unirse al hombre que ama, un oficial de marina de poca fortuna. De esta forma, enfrenta largos años de soledad en los que la belleza y el resplandor de la juventud van mermando, pero no así su carácter dulce y bondadoso que, junto a su inteligencia, consolida la personalidad de una atractiva mujer, preparada tanto para las situaciones adversas como para la maravillosa segunda oportunidad del destino.",https://ww3.lectulandia.co/book/persuasion/,Clásico,2026-09-06 13:00:13,https://assets.lectulandia.co/b/Jane%20Austen/Persuasion%20(4391)/big.jpg
El enfermo imaginario,Molière,"Clásico, Teatro",N/D,"El 17 de febrero de 1673. Moliére caracterizaba a Argan, el protagonista de su obra el enfermo imaginario, cuando en la escena final le sobrevino un ataque y falleció pocas horas después. En su última obra, el dramaturgo francés presenta a ese tipo de enfermo imaginario que ha existido siempre: aquel que estando totalmente sano se siente enfermo, se cree débil y lleno de achaques y se cuida -al mismo tiempo que se hace cuidar- extremadamente para aliviar esos males que imagina. Y exige que todos los que viven junto a él giren alrededor de su enfermedad. A pesar de sus muchas escenas caricaturescas y divertidas. El enfermo imaginario es una comedia dramática. Argan, en su egoísmo, es la imagen de la incomprensión; procede injustamente, y hasta en forma perversa, con su hija, sin importarle sacrificar su felicidad. El desenlace es sencillo y natural, y las escenas finales son hábiles y cuidadosas. Todo ello y la maestría del autor para enfocar el tema central explican la vigencia actual de esta obra que tiene ya varios siglos.",https://ww3.lectulandia.co/book/el-enfermo-imaginario/,Clásico,2026-09-06 13:00:15,https://assets.lectulandia.co/b/Moliere/El%20enfermo%20imaginario%20(4344)/big.jpg
Retorno a Brideshead,Evelyn Waugh,"Clásico, Otros, Religión",N/D,"Considerada por la revista TIME una de las cien mejores novelas de todos los tiempos, la comprensión de Retorno a Brideshead requiere ciertas claves interpretativas, algunas de ellas proporcionadas por Evelyn Waugh en el prefacio de la obra, que ofrece “a una generación de lectores jóvenes más bien como un recuerdo de la segunda guerra mundial que de los años veinte o treinta, en los que aparentemente se desarrolla la historia“. Escrito el libro en los años 1943/44, con ocasión de una convalecencia que alejó al autor de los frentes de la batalla, el rechazo psicológico de restricciones y privaciones se traducirá en el sibaritismo de los protagonistas y su entorno. Asimismo, el marco de referencia, una impresionante mansión nobiliaria en la campiña inglesa, obedecía a la oposición al abandono, deterioro y maltrato de estos monumentos, cuya continuidad se hallaba entonces seriamente comprometida. Faltan, empero referencias explicativas de la elección del tema central o de la estancia en Oxford con que se inicia la trama. El argumento axial, la manifestación de la gracia divina (arrepentimiento final de Lord Marchmain, adiós definitivo de Julia a Charles o, la “llamita rojiza“ ante el sagrario, causante de que el agnóstico Charles Ryder acabe por parecer “mucho más contento que de costumbre“), guarda, sin duda, estrecha relación con la conversión al catolicismo del propio Evelyn Waugh. Resonancia autobiográficas poseen también los años en Oxford, universidad en la que Waugh en Historia Moderna, precisamente en la Facultad en la que se inscribe Charles Ryder. En cuanto a la ambigua amistad de Sebastian Flyte y Charles Ryder, es de resaltar la valoración que de la misma hace Cora, la mundana y experimentada amante de Lord Marchmain. En este terreno, las trayectorias de ambos amigos no sólo resultarán divergentes sino opuestas. Por último, subrayemos que la extraordinaria novela ha sido argumento de una de las mejores y más logradas series televisivas inglesas, con actores y ambientaciones de excepcional calidad.",https://ww3.lectulandia.co/book/retorno-a-brideshead/,Clásico,2026-09-06 13:00:18,https://assets.lectulandia.co/b/Evelyn%20Waugh/Retorno%20a%20Brideshead%20(4365)/big.jpg
El capote (Trad. Irene Tchernova),Nikolái Gógol,"Clásico, Relato",N/D,"Aunque por su corta extensión esta obra sea difícil considerarla una novela, es tan completa en su trama y tan rica en metáforas y significado que merece consideración especial. Desde mi punto de vista es uno de los mejores cuentos de todos los tiempos. 'El capote', publicado en 1842, es un cuento clásico para disfrutar y, sobre todo, para quienes se reconozcan como aspirantes a cuentistas. Tiene el mérito de haber sido destacado por el mismo Dostoievski, como un cuento canónico, en su conocida frase: ""Todos crecimos bajo el capote de Gogol"". Es una historia dramática, la adquisición y pérdida de un abrigo nuevo por un funcionario con recursos escasos, pero uno puede crearle múltiples lecturas; una, considerarla como una metáfora. Akakiy Akakiyevich logra en un momento de su vida apasionarse por algo. Encuentra el deseo, logra esa fiebre magnífica de desear algo. Es condición que ese algo sea contingente, una nada enmascarada que desaparecerá. Finalmente la pasión por su nuevo capote le dará un sentido a esa vida gris e imposibilitada y el lector podrá solidarizarse con el protagonista. La humanidad y la ternura de esta historia son de carácter universal. Hay quienes pueden reinventarse capotes por los que apasionarse en cada tramo de su vida, quienes renuevan su capote insistentemente, y sin haberlo previsto, dejan por herencia el puro afán de procurarse abrigos. Eso de lo incesante de la vida es el deseo, la herencia estructurante y mayor.",https://ww3.lectulandia.co/book/el-capote-trad-irene-tchernova/,Clásico,2026-09-06 13:00:20,https://assets.lectulandia.co/b/Nikolai%20V.%20Gogol/El%20capote%20(Trad.%20Irene%20Tchernova)%20(4301)/big.jpg
El capote (Trad. Víctor Gallego),Nikolái Gógol,"Clásico, Relato",N/D,"Aunque por su corta extensión esta obra sea difícil considerarla una novela, es tan completa en su trama y tan rica en metáforas y significado que merece consideración especial. Desde mi punto de vista es uno de los mejores cuentos de todos los tiempos. El capote, publicado en 1842, es un cuento clásico para disfrutar y, sobre todo, para quienes se reconozcan como aspirantes a cuentistas. Tiene el mérito de haber sido destacado por el mismo Dostoievski, como un cuento canónico, en su conocida frase: “Todos crecimos bajo el capote de Gogol”. Es una historia dramática, la adquisición y pérdida de un abrigo nuevo por un funcionario con recursos escasos, pero uno puede crearle múltiples lecturas; una, considerarla como una metáfora. Akakiy Akakiyevich logra en un momento de su vida apasionarse por algo. Encuentra el deseo, logra esa fiebre magnífica de desear algo. Es condición que ese algo sea contingente, una nada enmascarada que desaparecerá. Finalmente la pasión por su nuevo capote le dará un sentido a esa vida gris e imposibilitada y el lector podrá solidarizarse con el protagonista. La humanidad y la ternura de esta historia son de carácter universal. Hay quienes pueden reinventarse capotes por los que apasionarse en cada tramo de su vida, quienes renuevan su capote insistentemente, y sin haberlo previsto, dejan por herencia el puro afán de procurarse abrigos. Eso de lo incesante de la vida es el deseo, la herencia estructurante y mayor.",https://ww3.lectulandia.co/book/el-capote-trad-victor-gallego/,Clásico,2026-09-06 13:00:24,https://assets.lectulandia.co/b/Nikolai%20V.%20Gogol/El%20capote%20(Trad.%20Victor%20Gallego)%20(4302)/big.jpg
Callejón sin salida,Charles Dickens,"Clásico, Drama, Intriga",N/D,"En el Londres de mediados del siglo XIX, la vida cotidiana de un joven hombre de negocios se complica de forma repentina. Una difícil promesa hecha a un amigo, la traición de alguien en quien confía y el deseo de ser digno de su amada van a dar un giro a su existencia. Callejón sin salida es una fascinante novela de intriga, pero, sobre todo, es el fruto más destacado de la singular amistad y colaboración literaria de sus autores. Durante el proceso de creación, Dickens y Collins trabajaron cada capítulo casi de forma artesanal, construyendo un relato de tensa trama en el que se funden el amor, la crítica social, el humor, la ironía, la aventura y el drama, hasta culminar en un inesperado desenlace. Una vez leída esta obra admirable, se confirma la impresión de que cada autor ha aportado lo mejor de su oficio. Ahí están, sin duda, el maestro del suspense Wilkie Collins, y el genial pintor de caracteres que es Charles Dickens.",https://ww3.lectulandia.co/book/callejon-sin-salida/,Clásico,2026-09-06 13:00:27,https://assets.lectulandia.co/b/Charles%20Dickens/Callejon%20sin%20salida%20(4273)/big.jpg
Sherlock Holmes. La colección completa,Arthur Conan Doyle,"Clásico, Intriga, Policíaco, Recopilación",Sherlock Holmes,"Sherlock Holmes, personaje ficticio creado en 1887 por Sir Arthur Conan Doyle, es un «detective asesor» en el Londres de finales del siglo XIX, que destaca por su inteligencia y hábil uso de la observación y el razonamiento deductivo para resolver casos difíciles. Es protagonista de una serie de 4 novelas y 56 relatos de ficción, que componen el «canon holmesiano», publicados en su mayoría por ""The Strand Magazine""",https://ww3.lectulandia.co/book/sherlock-holmes-la-coleccion-completa/,Clásico,2026-09-06 13:00:30,https://assets.lectulandia.co/b/Arthur%20Conan%20Doyle/Sherlock%20Holmes.%20La%20coleccion%20completa%20(4275)/big.jpg
Robinson Crusoe,Daniel Defoe,"Aventuras, Clásico",N/D,N/D,https://ww3.lectulandia.co/book/robinson-crusoe/,Clásico,2026-09-06 13:00:32,https://assets.lectulandia.co/b/Daniel%20Defoe/Robinson%20Crusoe%20(4281)/big.jpg
El sabueso de los Baskerville,Arthur Conan Doyle,"Clásico, Intriga, Policíaco",Sherlock Holmes,N/D,https://ww3.lectulandia.co/book/el-sabueso-de-los-baskerville/,Clásico,2026-09-06 13:00:36,https://assets.lectulandia.co/b/Arthur%20Conan%20Doyle/El%20sabueso%20de%20los%20Baskerville%20(4282)/big.jpg
Anaconda,Horacio Quiroga,"Clásico, Cuentos, Drama, Fantástico, Romántico, Terror",N/D,N/D,https://ww3.lectulandia.co/book/anaconda-y-otros-cuentos/,Clásico,2026-09-06 13:00:38,https://assets.lectulandia.co/b/Horacio%20Quiroga/Anaconda%20y%20otros%20cuentos%20(4284)/big.jpg
El salvaje y otros cuentos,Horacio Quiroga,"Clásico, Cuentos, Drama, Fantástico, Romántico",N/D,"Horacio Quiroga, maestro indiscutido del relato latinoamericano, quiso frecuentemente compaginar sus libros con «cuentos de todos los colores»: diversidad de atmósferas, ambientes, temas y aun líneas ficcionales. Este volumen —reunión de relatos publicados anteriormente en revistas rioplatenses, entre 1906 y 1919— es una buena muestra de ello: se alternan metrópoli (Buenos Aires, París) y medio rural (Misiones, el Paraná), historias románticas de folletín, alegoría, realismo fotográfico, ecos modernistas, e incursiones en lo fantástico, como en el propio cuento que da nombre al libro.",https://ww3.lectulandia.co/book/el-salvaje-y-otros-cuentos/,Clásico,2026-09-06 13:00:41,https://assets.lectulandia.co/b/Horacio%20Quiroga/El%20salvaje%20y%20otros%20cuentos%20(4285)/big.jpg
Cumbres borrascosas,Emily Brontë,"Clásico, Drama, Romántico",N/D,"La poderosa y hosca figura de Heathcliff domina Cumbres Borrascosas, novela apasionada y tempestuosa cuya sensibilidad se adelantó a su tiempo. Los brumosos y sombríos páramos de Yorkshire son el singular escenario donde se desarrolla con fuerza arrebatadora esta historia de venganza y odio, de pasiones desatadas y amores desesperados que van más allá de la muerte y que hacen de ella una de las obras más singulares y atractivas de todos los tiempos.",https://ww3.lectulandia.co/book/cumbres-borrascosas/,Clásico,2026-09-06 13:00:44,https://assets.lectulandia.co/b/Emily%20Bronte/Cumbres%20borrascosas%20(4259)/big.jpg
El valle del terror,Arthur Conan Doyle,"Clásico, Intriga, Policíaco",Sherlock Holmes,N/D,https://ww3.lectulandia.co/book/el-valle-del-terror/,Clásico,2026-09-06 13:00:47,https://assets.lectulandia.co/b/Arthur%20Conan%20Doyle/El%20valle%20del%20terror%20(4262)/big.jpg
El sabor de la venganza,Pío Baroja,"Clásico, Histórico, Relato",Memorias de un hombre de acción,"El sabor de la venganza se fecha en Madrid, entre 1920 y 1921. El supuesto narrador, Don Pedro Leguía, recoge la de Aviraneta, ya en la extrema vejez, hacia 1870 sus recuerdos de fechas distintas: los primeramente relatados se centran en la época en que fue procesado y preso en la cárcel de Corte; 1834. La vida carcelaria da ocasión al novelista para hacer desfilar a una serie de tipos extremados, desde el angélico Padre Anselmo a matones y facinerosos. Tras la descripción narra el relato de una intriga en que aparecen personajes reales, entre ellos el policía Francisco García Chico. Como consecuencia de esta historia, en la segunda parte, que pasa en 1854, cuando la revolución madrileña, se describe la muerte del mismo policía a manos del pueblo, Baroja utilizó recuerdos de personas que habían sido testigos del terrible final de aquél. Fue otra ocasión en que Aviraneta estuvo en la cárcel. La tercera parte del volumen titulada, «La casa de la calle de la Misericordia», está basada, ante todo, en la impresión que produjo al novelista el hecho de haber vivido bastantes años en la antigua residencia de los capellanes de las Descalzas Reales, de Madrid, Misericordia 2. El carácter complicado, y tétrico del viejo edificio le dio pie para poblarlo de personajes también siniestros y para fabular una historia romántica, que termina en crimen. Por eso este relato se publicó aislado en 1926, con el título de «La casa del crimen» como número primero de «La novela mundial». El penúltimo relato del volumen es otro episodio carcelario de 1834 y el último un vivo episodio político que termina con la huida de Aviraneta basado en escritos de este.",https://ww3.lectulandia.co/book/el-sabor-de-la-venganza/,Clásico,2026-09-06 13:00:50,https://assets.lectulandia.co/b/Pio%20Baroja/El%20sabor%20de%20la%20venganza%20(4213)/big.jpg
Por el camino de Swann,Marcel Proust,"Clásico, Relato",En busca del tiempo perdido,"Para muchos historiadores y críticos, EN BUSCA DEL TIEMPO PERDIDO no sólo es una obra cumbre de las letras francesas del siglo xx, sino también una de las más grandes creaciones literarias de todas las épocas, en la que la trasposición en el relato de la vida de Marcel Proust (1871-1922), así como de personajes y ambientes sociales de su tiempo, se pone al servicio de un propósito radicalmente innovador del género novelístico. POR EL CAMINO DE SWANN es el primer volumen de la serie que completan, por este orden, «A la sombra de las muchachas en flor», «El mundo de Guermantes», «Sodoma y Gomorra», «La prisionera», «La fugitiva» y «El tiempo recobrado». Marcel, joven hipersensible perteneciente a una familia burguesa de París de principios del siglo XX, quiere ser escritor. Sin embargo, las tentaciones mundanas le desvían de su primer objetivo; atraído por el falso brillo de la aristocracia o de los lugares de veraneo de moda (como Balbec, ciudad imaginaria de la costa normanda), crece a la vez que descubre el mundo, el amor, y la existencia de la homosexualidad. La enfermedad y la guerra, que le apartarán del mundo, también propiciarán que tome conciencia de la extrema vanidad de las tentaciones mundanas y de su aptitud para llegar a ser escritor y ser capaz de fijar el tiempo perdido.",https://ww3.lectulandia.co/book/por-el-camino-de-swann/,Clásico,2026-09-06 13:00:53,https://assets.lectulandia.co/b/Marcel%20Proust/Por%20el%20camino%20de%20Swann%20(4218)/big.jpg
Manalive,Gilbert Keith Chesterton,"Clásico, Otros",N/D,"Manalive trata la eterna lucha del hombre científico empirista enfrentado al hombre religioso metafísico. El cálculo sobre la realidad contra lo mágico de la realidad. Todo empieza en una casa de las afueras de Londres donde viven unos inquilinos variopintos. Entre ellos se encuentran tres hombres (de profesiones científicas) hablando en el jardín cuando irrumpe saltando el muro el señor Smith, vestido de verde y a la caza de su sombrero. Este hecho marcará toda la novela: la aparición de un personaje misterioso dentro del ámbito de la casa de la señora propietaria. Chesterton juega con la provocación que supone encontrarse con un hombre ante el que uno se pregunta: ¿y tú quién eres? Este es la dinámica del acontecimiento, propia del cristianismo, que él utiliza para ver la reacción que genera a la razón y al corazón de los hombres. Un acontecimiento, el Sr. Smith, despertará a todos los personajes para vivir su vida más a fondo. Su manera de tratar las cosas, las personas, su vestimenta, su equipaje, sus gestos, todo él es algo nuevo dentro de algo viejo (un hombre como cualquier otro). Su modo de estar despertará el yo de cada uno de los personajes, y estos desearán vivir con la misma intensidad como con la que tienen junto a su presencia. Pero la novela es más que esto. Se descubre el pasado del señor Smith justo cuando éste quiere casarse con una de las jóvenes de la casa. Esto iniciará un juicio dentro de la misma casa (Chesterton aquí populariza sus ideas políticas y su interpretación de la sociedad) en el que se estudiará y valorará el pasado del señor Smith. En este pasado parece haber robos, secuestros e incluso asesinatos (algo posible, ya que Mr. Smith lleva consigo un revólver). La novela adquiere un tono misterioso y a la vez apasionante, ya que todo dentro de su ámbito se convierte en una aventura. Por eso el “Hombre Vivo” es aquel que pone en riesgo su vida, y no el que la guarda; es el que pierde la familia para reencontrarla; el que abandona a la mujer para pedirle otra vez matrimonio. El señor Smith no solo simboliza al hombre vivo, sino también al hombre común. Así Chesterton juega con su apellido, ya que es uno de los apellidos más populares en lengua inglesa. De esta manera tenemos delante a ese héroe cotidiano, el que lucha para que su vida tenga sentido en cada uno de sus ámbitos: trabajo, casa, amigos, estudios…, el que no abandona, como hacemos los hombres de nuestro tiempo, nuestro deseo de Verdad, Belleza y Vida en cada uno de los instantes de nuestra existencia.",https://ww3.lectulandia.co/book/manalive/,Clásico,2026-09-06 13:00:57,https://assets.lectulandia.co/b/Gilbert%20Keith%20Chesterton/Manalive%20(4219)/big.jpg
Cuentos de amor de locura y de muerte,Horacio Quiroga,"Clásico, Cuentos, Drama, Fantástico, Romántico, Terror",N/D,"‘Cuentos de amor de locura y de muerte’ —sin la coma que haría creer en una simple enumeración de categorías— es el libro que Horacio Quiroga publicó en 1917, reuniendo narraciones de los quince años anteriores, y que significó su consagración como uno de los cuentistas más vigorosos y creativos del ámbito latinoamericano. Escritos alrededor de los temas que obsesionaban al autor, como la fuerza invencible de la naturaleza o el misterio de las relaciones humanas, estos relatos dan testimonio de las dos modalidades que Quiroga cultivó con maestría: por un lado, los cuentos que saben construir un clima que envuelve al lector desde las primeras líneas y, por otro, los que se encaminan inexorablemente hacia un final impactante, donde los protagonistas se enfrentan a un instante que puede ser lúgubre, misterioso, macabro o insólito, pero siempre definitivo.",https://ww3.lectulandia.co/book/cuentos-de-amor-de-locura-y-de-muerte/,Clásico,2026-09-06 13:01:01,https://assets.lectulandia.co/b/Horacio%20Quiroga/Cuentos%20de%20amor%20de%20locura%20y%20de%20muerte%20(4187)/big.jpg
El Periquillo Sarniento,José Joaquín Fernández de Lizardi,"Aventuras, Clásico, Humor",N/D,"Pedro Sarmiento, el singular personaje al que llaman Periquillo, nos cuenta en primera persona las diversas aventuras en las que va pasando de amo en amo y de un oficio a otro, esta situación que desarrolla la obra es característica del género picaresco. Así comienza relatándonos su niñez, donde aparecen sus padres, sus primeras experiencias en escuelas y con maestros; luego, sus cursos universitarios de filosofía en el antiguo colegio de San Ildefonso y sus comentarios sobre la vida estudiantil y su posterior vida adulta donde se ve envuelto en situaciones comprometedoras. En esta novela, primera del género escrita en México y Latinoamérica, publicada en 1816, su autor, Fernández de Lizardi llama la atención sobre los males y lacras de la sociedad mexicana en su época. La intención es educar al pueblo, señalarle sus errores para así reformar y mejorar la sociedad.",https://ww3.lectulandia.co/book/el-periquillo-sarniento/,Clásico,2026-09-06 13:01:04,https://assets.lectulandia.co/b/Jose%20Joaquin%20Fernandez%20de%20Lizardi/El%20Periquillo%20Sarniento%20(4196)/big.jpg
Las mil y una noches,Anónimo,"Aventuras, Clásico, Fantástico",N/D,"Las mil y una noches es una de las obras más importantes e influyentes de la literatura universal. Se trata de una recopilación de cuentos y leyendas de origen hindú, árabe y persa, de los cuales no existe un texto definitivo, sino múltiples versiones. El rey Schahriar, tras sufrir las infidelidades de su esposa, decide casarse cada día con una joven virgen que es ejecutada a la mañana siguiente para evitar así cualquier otra traición. Para impedir que todas las muchachas del reino mueran, la joven Scherezade se ofrece como voluntaria para casarse con el monarca, y utiliza su astucia para proponerle un pacto mediante el cual no podrá ser ejecutada hasta que no acabe de contarle una historia. Los cuentos que la componen se prolongarán a lo largo de mil y una noches, y acabarán por cautivar al monarca y disuadirle de su cruel empresa.",https://ww3.lectulandia.co/book/las-mil-y-una-noches/,Clásico,2026-09-06 13:01:07,https://assets.lectulandia.co/b/Anonimo/Las%20mil%20y%20una%20noches%20(4160)/big.jpg
